name,claimed_status,rating,category,reivews,address,street_address,phone_no,website,email,timing,image_link,longitude,latitude,URL,search_key,price
天然温泉 満天の湯,,৪.০,সুপার সার্বজনিক স্নান,"১,৪৮৫","3 Chome-1-1 Kamihoshikawa, Hodogaya Ward, Yokohama, Kanagawa 240-0042, জাপান","FH8J+V2 Yokohama, Kanagawa, জাপান",+81 45-370-4126,mantennoyu.com,manten@gmail.com,,https://lh5.googleusercontent.com/p/AF1QipMyoM3Zzh9o5e4awzEF0rYO04MxzQH9EEyLg02Y=w410-h240-k-no,35.467247,139.5800018,"https://www.google.com/maps/place/%E5%A4%A9%E7%84%B6%E6%B8%A9%E6%B3%89+%E6%BA%80%E5%A4%A9%E3%81%AE%E6%B9%AF/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x601859633c6fd4af:0xf4f206df44977e57!8m2!3d35.467247!4d139.5800018",Tokyo 神奈川 横浜 エステ USA,
RioSPAメンズエステ（リオスパ）,,৪.৬,বিউটি পার্লার,৩১,"3 Chome-13 Shibuya, Shibuya City, Tokyo 150-0002, জাপান","MP44+5J Shibuya City, Tokyo, জাপান",+81 70-1076-3552,riospa.tokyo,,,https://lh5.googleusercontent.com/p/AF1QipPpJ3eiOkIFT-1ue2qV3WUkZhNsDAfmFHR00SKH=w720-h240-k-no,35.6554121,139.7065923,"https://www.google.com/maps/place/RioSPA%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86%EF%BC%88%E3%83%AA%E3%82%AA%E3%82%B9%E3%83%91%EF%BC%89/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b5c7fb20b7b:0xda54dcc142aa581c!8m2!3d35.6554121!4d139.7065923",Tokyo 神奈川 横浜 エステ USA,
エルセーヌ ららぽーとTOKYO-BAY店,এই তালিকাটি ম্যানেজ করুন,২.০,বিউটি পার্লার,২,"জাপান, 〒273-0012 Chiba, Funabashi, Hamacho, 2 Chome−1−1 ららぽーと tokyo-bay 北館 2f
এখানে অবস্থিত: LaLaPort Tokyo Bay","MXPQ+JP Funabashi, Chiba, জাপান",+81 47-437-9321,elleseine.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipO9GdxVASm8ODmKizl0_Ik4FbKoFY4ARBKWx5sA=w408-h408-k-no,35.6866203,139.9893486,"https://www.google.com/maps/place/%E3%82%A8%E3%83%AB%E3%82%BB%E3%83%BC%E3%83%8C+%E3%82%89%E3%82%89%E3%81%BD%E3%83%BC%E3%81%A8TOKYO-BAY%E5%BA%97/@35.5756364,139.2241861,9z/data=!3m1!5s0x60187fc653f9458f:0x1d04319fe26f2a16!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60187fc7ac66af73:0x5f393b666fb149a6!8m2!3d35.6866203!4d139.9893486",Tokyo 神奈川 横浜 エステ USA,
たかの友梨ビューティクリニック ＧＩＮＺＡ,এই তালিকাটি ম্যানেজ করুন,২.৯,বিউটি পার্লার,১০,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 5 Chome−5−7 2・3階 ニューギンザビル 6号館","MQC7+GC Chuo City, Tokyo, জাপান",+81 3-6274-1107,takanoyuri.com,,,https://lh5.googleusercontent.com/p/AF1QipNFPXmLosbMq3-kuY5pzn5TdfH2M2ffveBLaXle=w408-h291-k-no,35.6712979,139.7635469,"https://www.google.com/maps/place/%E3%81%9F%E3%81%8B%E3%81%AE%E5%8F%8B%E6%A2%A8%E3%83%93%E3%83%A5%E3%83%BC%E3%83%86%E3%82%A3%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF+%EF%BC%A7%EF%BC%A9%EF%BC%AE%EF%BC%BA%EF%BC%A1/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be700000001:0xff6993d2b1983b91!8m2!3d35.6712979!4d139.7635469",Tokyo 神奈川 横浜 エステ USA,
HANAKO Hair Salon,,৪.৭,চুল কাটার সেলুন,২৬,"1 Chome-9-1 Marunouchi, Chiyoda City, Tokyo 100-0005, জাপান
এখানে অবস্থিত: GranRoof Front","MQJ9+FM Chiyoda City, Tokyo, জাপান",+81 3-3287-2755,,,,https://lh5.googleusercontent.com/p/AF1QipPJyuPLSwMd18pjg76SXL3vVwH1dstO1JYEo_9z=w408-h306-k-no,35.6811989,139.7691366,"https://www.google.com/maps/place/HANAKO+Hair+Salon/@35.5756364,139.2241861,9z/data=!3m1!5s0x60188bfbd91993eb:0x73e0693562fc525a!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bfeba8313b7:0x23581bfe696e68e7!8m2!3d35.6811989!4d139.7691366",Tokyo 神奈川 横浜 エステ USA,
Hair siete Hair Salon,,৪.৯,চুল কাটার সেলুন,১৫,"জাপান, 〒107-0052 Tokyo, Minato City, Akasaka, 7 Chome−6−15 赤坂ロイヤルビル1F","MPCM+H7 Minato City, Tokyo, জাপান",+81 3-3505-6993,hair-siete.com,"core-js-bundle@3.2.1, requirejs-bolt@2.3.6, sietehair@gmail.com, 8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com, whatwg-fetch@3.0.0",,https://lh5.googleusercontent.com/p/AF1QipPr3YadaJ4AHbH8a44vkq6NAExMmCZJoFl8t9nB=w452-h240-k-no,35.6713945,139.7331772,"https://www.google.com/maps/place/Hair+siete+Hair+Salon/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b803f15df8d:0xfc54fb1d4df4b21d!8m2!3d35.6713945!4d139.7331772",Tokyo 神奈川 横浜 エステ USA,
セルフエステスタジオ BODY ARCHI（銀座店）,এই তালিকাটি ম্যানেজ করুন,৪.১,বিউটি পার্লার,১৩,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 7 Chome−3−8 七丁目プレイス 3F","MQC6+36 Chuo City, Tokyo, জাপান",+81 3-6274-6100,bodyarchi.com,,,https://lh5.googleusercontent.com/p/AF1QipNqcajjV-Maelkq13QThB3_5oMHNa_1cLpbSZUT=w408-h272-k-no,35.670163,139.7606056,"https://www.google.com/maps/place/%E3%82%BB%E3%83%AB%E3%83%95%E3%82%A8%E3%82%B9%E3%83%86%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA+BODY+ARCHI%EF%BC%88%E9%8A%80%E5%BA%A7%E5%BA%97%EF%BC%89/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bf7fe552ae3:0xfeef985aa1d2eb87!8m2!3d35.670163!4d139.7606056",Tokyo 神奈川 横浜 エステ USA,
ハツコ エンドウ エステティック 銀座,এই ব্যবসার দাবি করুন,৫.০,বিউটি পার্লার,১,"1 Chome-5-8 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQF8+RR Chuo City, Tokyo, জাপান",+81 3-3564-6061,hatsuko-endo.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipNgDgoj7aP6JoiB2EqwDTz4OBR7J0KLDjbJz4kL=w408-h758-k-no,35.6745832,139.7671005,"https://www.google.com/maps/place/%E3%83%8F%E3%83%84%E3%82%B3+%E3%82%A8%E3%83%B3%E3%83%89%E3%82%A6+%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF+%E9%8A%80%E5%BA%A7/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be464b199cb:0x96bb7348f7786eb4!8m2!3d35.6745832!4d139.7671005",Tokyo 神奈川 横浜 エステ USA,
クリニカルサロン シーズ・ラボ恵比寿本店,এই তালিকাটি ম্যানেজ করুন,৩.০,বিউটি পার্লার,৫,"জাপান, 〒150-0012 Tokyo, Shibuya City, Hiroo, 1 Chome−1−40 恵比寿プライムスクエアプラザ １F","MP27+54 Shibuya City, Tokyo, জাপান",+81 800-222-4001,ci-z.com,,,https://lh5.googleusercontent.com/p/AF1QipO0wkUWrSnVWH3Z784hV9tOhwfpMONVewymsl1K=w408-h271-k-no,35.650462,139.712875,"https://www.google.com/maps/place/%E3%82%AF%E3%83%AA%E3%83%8B%E3%82%AB%E3%83%AB%E3%82%B5%E3%83%AD%E3%83%B3+%E3%82%B7%E3%83%BC%E3%82%BA%E3%83%BB%E3%83%A9%E3%83%9C%E6%81%B5%E6%AF%94%E5%AF%BF%E6%9C%AC%E5%BA%97/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b6a1898ed01:0x2981310fb301081a!8m2!3d35.650462!4d139.712875",Tokyo 神奈川 横浜 エステ USA,
Le-pon Mally東京本店,,৪.০,বিউটি পার্লার,৮,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 5 Chome−6−12 みゆきビル","MQC7+9C Chuo City, Tokyo, জাপান",+81 120-343-661,btb.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipN0QqQnqjke5Ma3s0_qvgMXKz9MAGL3NWluV0TX=w408-h544-k-no,35.6709225,139.7635008,"https://www.google.com/maps/place/Le-pon+Mally%E6%9D%B1%E4%BA%AC%E6%9C%AC%E5%BA%97/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be609307e29:0x83512f725e2facae!8m2!3d35.6709225!4d139.7635008",Tokyo 神奈川 横浜 エステ USA,
Bloom 銀座7丁目店,এই তালিকাটি ম্যানেজ করুন,৪.৪,বিউটি পার্লার,২২,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 7 Chome−3−7 ブランエスパ銀座9F
এখানে অবস্থিত: Blanespa Ginza","MQC6+45 Chuo City, Tokyo, জাপান",+81 120-963-474,bloom.ne.jp,,,https://lh5.googleusercontent.com/p/AF1QipN-7kfqzPyjVamSqHWDw8l4lj3rDTeSPvgkNe0j=w408-h272-k-no,35.6703224,139.7604565,"https://www.google.com/maps/place/Bloom+%E9%8A%80%E5%BA%A77%E4%B8%81%E7%9B%AE%E5%BA%97/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188ba6877b5b8d:0x3ff04b25730d7f6b!8m2!3d35.6703224!4d139.7604565",Tokyo 神奈川 横浜 エステ USA,
渋谷エステティックアカデミー,,৫.০,বিউটি পার্লার,১,"জাপান, 〒150-0034 Tokyo, Shibuya City, Dogenzaka, 2 Chome−10−7 新大宗ビル２号館 6F","MM5W+6R Shibuya City, Tokyo, জাপান",+81 120-973-096,shibuya-academy.jp,,,https://lh5.googleusercontent.com/p/AF1QipObJklyZybd5zyi7PxR8BQA9RzszdFRnqDNs_fu=w408-h243-k-no,35.6580937,139.6971203,"https://www.google.com/maps/place/%E6%B8%8B%E8%B0%B7%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF%E3%82%A2%E3%82%AB%E3%83%87%E3%83%9F%E3%83%BC/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b8ff152826f:0xda9175465afb76b6!8m2!3d35.6580937!4d139.6971203",Tokyo 神奈川 横浜 エステ USA,
セルフエステスタジオ BODY ARCHI（東急プラザ渋谷店）,এই তালিকাটি ম্যানেজ করুন,৪.০,বিউটি পার্লার,১,"জাপান, 〒150-0043 Tokyo, Shibuya City, Dogenzaka, 1 Chome−2−番3号 東急プラザ渋谷 7F
এখানে অবস্থিত: Tokyu Plaza Shibuya","MP52+34 Shibuya City, Tokyo, জাপান",+81 3-6455-3011,bodyarchi.com,,,https://lh5.googleusercontent.com/p/AF1QipOyfJsoGMO35sSKczoWJHtHU0AIR4E-LmLv5nko=w408-h271-k-no,35.6576545,139.7003114,"https://www.google.com/maps/place/%E3%82%BB%E3%83%AB%E3%83%95%E3%82%A8%E3%82%B9%E3%83%86%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA+BODY+ARCHI%EF%BC%88%E6%9D%B1%E6%80%A5%E3%83%97%E3%83%A9%E3%82%B6%E6%B8%8B%E8%B0%B7%E5%BA%97%EF%BC%89/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be5d24c718f:0xecf87e299cc0ad0f!8m2!3d35.6576545!4d139.7003114",Tokyo 神奈川 横浜 エステ USA,
Bloom 有楽町店,এই তালিকাটি ম্যানেজ করুন,৪.০,বিউটি পার্লার,৪৮,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 1 Chome−6−11 土志田ビルヂング 6F","MQF8+QV Chuo City, Tokyo, জাপান",+81 120-963-474,bloom.ne.jp,,,https://lh5.googleusercontent.com/p/AF1QipNz1v2_r4zDqa-xawHvFpXWNBi9DBDU_eSkTkyk=w408-h272-k-no,35.6744327,139.7672446,"https://www.google.com/maps/place/Bloom+%E6%9C%89%E6%A5%BD%E7%94%BA%E5%BA%97/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be47a87e211:0x49519658bb7085c2!8m2!3d35.6744327!4d139.7672446",Tokyo 神奈川 横浜 エステ USA,
ポアレスラボ銀座店,এই তালিকাটি ম্যানেজ করুন,৪.০,বিউটি পার্লার,১,"4 Chome-1 Ginza, 中央区 Tokyo 100-0006, জাপান","MQF7+8G Chiyoda City, Tokyo, জাপান",+81 3-3562-8550,porelesslabo.com,"k-tateishi@strois.co.jp, t-nakamura@strois.co.jp",,https://geo3.ggpht.com/cbk?panoid=rxdMHAXGslBeekCZHP81rw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=127.29545&pitch=0&thumbfov=100,35.673342,139.763784,"https://www.google.com/maps/place/%E3%83%9D%E3%82%A2%E3%83%AC%E3%82%B9%E3%83%A9%E3%83%9C%E9%8A%80%E5%BA%A7%E5%BA%97/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be59f26f67b:0x59843cec81a268c6!8m2!3d35.673342!4d139.763784",Tokyo 神奈川 横浜 エステ USA,
セルフエステスタジオ BODY ARCHI（六本木店）,এই তালিকাটি ম্যানেজ করুন,৪.৫,বিউটি পার্লার,২,"জাপান, 〒106-0032 Tokyo, Minato City, Roppongi, 7 Chome−18−8 第Ⅲ大栄ビル 4F","MP6H+RP Minato City, Tokyo, জাপান",+81 3-6804-3840,bodyarchi.com,,,https://lh5.googleusercontent.com/p/AF1QipOnDUNClmdgigEY2Plko5mlVCIYmPaMRXEcfD3m=w408-h272-k-no,35.6620912,139.7293353,"https://www.google.com/maps/place/%E3%82%BB%E3%83%AB%E3%83%95%E3%82%A8%E3%82%B9%E3%83%86%E3%82%B9%E3%82%BF%E3%82%B8%E3%82%AA+BODY+ARCHI%EF%BC%88%E5%85%AD%E6%9C%AC%E6%9C%A8%E5%BA%97%EF%BC%89/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b56d65653f7:0x9ea38a91ac2a53dd!8m2!3d35.6620912!4d139.7293353",Tokyo 神奈川 横浜 エステ USA,
エルセーヌ 銀座本店,এই তালিকাটি ম্যানেজ করুন,৩.৮,বিউটি পার্লার,১২,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 1 Chome−3−9 マルイト銀座ビル6F","MQG8+3F Chuo City, Tokyo, জাপান",+81 3-3564-0769,elleseine.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipMuqlcNHKvOGFXvI0yd9M6QZHXP_aaUkIC0ArYc=w408-h272-k-no,35.675155,139.766206,"https://www.google.com/maps/place/%E3%82%A8%E3%83%AB%E3%82%BB%E3%83%BC%E3%83%8C+%E9%8A%80%E5%BA%A7%E6%9C%AC%E5%BA%97/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be470e158c5:0x37548d6359875754!8m2!3d35.675155!4d139.766206",Tokyo 神奈川 横浜 エステ USA,
【アチチSPA 恵比寿ROOM,,৩.৩,ডে স্পা,১১,"1 Chome-22-8 Ebisu, Shibuya City, Tokyo 150-0013, জাপান","JPW7+GH Shibuya City, Tokyo, জাপান",+81 3-6412-8225,achichi-tokyo.com,,,https://lh5.googleusercontent.com/p/AF1QipNm-0wECWCuSKEVt8XHVlYeoBvZY4aAd1e8judV=w408-h272-k-no,35.6463457,139.7139427,"https://www.google.com/maps/place/%E3%80%90%E3%82%A2%E3%83%81%E3%83%81SPA+%E6%81%B5%E6%AF%94%E5%AF%BFROOM/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b412cfd6faf:0x601516247e46f5bb!8m2!3d35.6463457!4d139.7139427",Tokyo 神奈川 横浜 エステ USA,
e.b.c.c.銀座,এই তালিকাটি ম্যানেজ করুন,৩.৪,বিউটি পার্লার,৮,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 3 Chome−4−1 大倉別館 4F","MQF8+7C Chuo City, Tokyo, জাপান",+81 120-011-809,ebcc.jp,,,https://lh5.googleusercontent.com/p/AF1QipMRhvKNoOPk942o4ucxrzoBpUW8zkG6-9A7P38D=w408-h271-k-no,35.673235,139.7660466,"https://www.google.com/maps/place/e.b.c.c.%E9%8A%80%E5%BA%A7/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be4391f9e19:0xb8e183842a71ab30!8m2!3d35.673235!4d139.7660466",Tokyo 神奈川 横浜 エステ USA,
Ａ−ｓａｌｏｎ,এই ব্যবসার দাবি করুন,,বিউটি পার্লার,িউটি পার্লা,"জাপান, 〒106-0045 Tokyo, Minato City, Azabujuban, 2 Chome−3−7 グリーン コート 302","MP4P+44 Minato City, Tokyo, জাপান",+81 3-5765-5587,aaa.hp-salon.jp,,,https://geo3.ggpht.com/cbk?panoid=A9yVefvcnNyaCKkC0hxWVg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=341.48132&pitch=0&thumbfov=100,35.655283,139.7352568,"https://www.google.com/maps/place/%EF%BC%A1%E2%88%92%EF%BD%93%EF%BD%81%EF%BD%8C%EF%BD%8F%EF%BD%8E/@35.5756364,139.2241861,9z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188ba1f203f933:0xc68e04cd45f1fb09!8m2!3d35.655283!4d139.7352568",Tokyo 神奈川 横浜 エステ USA,
縄文天然温泉 志楽の湯,এই ব্যবসার দাবি করুন,৪.১,,"১,৪৬২","4 Chome-314-1 Tsukagoshi, Saiwai Ward, Kawasaki, Kanagawa 212-0024, জাপান","GMRM+57 Kawasaki, Kanagawa, জাপান",+81 44-533-8888,shiraku.jp,,,https://lh5.googleusercontent.com/p/AF1QipMHI1XKfi-sG5s10yZvYFpwFrA0Fjulg2zNv8We=w408-h306-k-no,35.5404808,139.683143,"https://www.google.com/maps/place/%E7%B8%84%E6%96%87%E5%A4%A9%E7%84%B6%E6%B8%A9%E6%B3%89+%E5%BF%97%E6%A5%BD%E3%81%AE%E6%B9%AF/@35.6223065,139.5345438,11z/data=!4m11!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m7!1s0x60185e2d1ba38d35:0xa2b7637377692f75!5m2!4m1!1i2!8m2!3d35.5404808!4d139.683143",Tokyo 神奈川 横浜 エステ USA,
Epiler Ginza,এই তালিকাটি ম্যানেজ করুন,৪.৩,চুল তোলার সেবা,৬,"並木ビル 5f, 3 Chome-2-10 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQF7+7X Chuo City, Tokyo, জাপান",+81 120-268-480,epiler.jp,,,https://geo1.ggpht.com/cbk?panoid=LuSISB1fRlr6j39cgM2XoQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=271.49564&pitch=0&thumbfov=100,35.6732173,139.7649284,"https://www.google.com/maps/place/Epiler+Ginza/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b586c14e6ef:0x64f144c9b782b847!8m2!3d35.6732173!4d139.7649284",Tokyo 神奈川 横浜 エステ USA,
Riche,এই ব্যবসার দাবি করুন,৪.০,বিউটি পার্লার,৪,"জাপান, 〒106-0045 Tokyo, Minato City, Azabujuban, 3 Chome−3−8 麻布共和ビル1階","MP3P+C9 Minato City, Tokyo, জাপান",+81 3-3455-8298,riche.tokyo,,,https://geo0.ggpht.com/cbk?panoid=cLH_q0UqFxarStL50cB_Nw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=52.237106&pitch=0&thumbfov=100,35.653587,139.735952,"https://www.google.com/maps/place/Riche/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188ba1a3dc8399:0xda1d5bb6735f1b1f!8m2!3d35.653587!4d139.735952",Tokyo 神奈川 横浜 エステ USA,
MEN'S TBC 銀座店,,৩.০,বিউটি পার্লার,১১,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 4 Chome−8−4 三原 ビルディング 4F","MQC8+9Q Chuo City, Tokyo, জাপান",+81 3-3562-9855,tbc.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipMj3O7iBOQR1OrVAowJAhLkf_WbizRK7f1DU9PZ=w408-h544-k-no,35.6708978,139.7669339,"https://www.google.com/maps/place/MEN'S+TBC+%E9%8A%80%E5%BA%A7%E5%BA%97/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be44ae76af3:0x353aa9c7a1794c6d!8m2!3d35.6708978!4d139.7669339",Tokyo 神奈川 横浜 エステ USA,
uka,এই তালিকাটি ম্যানেজ করুন,৪.০,বিউটি পার্লার,৩২,"জাপান, 〒107-0052 Tokyo, Minato City, Akasaka, 9 Chome−7−4 Galleria 2F
এখানে অবস্থিত: Tokyo Midtown","MP8J+F3 Minato City, Tokyo, জাপান",+81 3-5413-7236,uka.co.jp,"ukafe-kv@2x.png, vue@2.6.0, store-kv@2x.png, salon-kv@2x.png, h2-product-img@2x.png",,https://lh5.googleusercontent.com/p/AF1QipMiHGBtD-D_URfazGISgLh93ayII3hwfpS_X1Ap=w408-h408-k-no,35.6662217,139.7301293,"https://www.google.com/maps/place/uka/@35.6223065,139.5345438,11z/data=!3m1!5s0x60188b78945432c1:0xb840851c88b06a6a!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b78df47a0bf:0x230d6b4a410a8b2d!8m2!3d35.6662217!4d139.7301293",Tokyo 神奈川 横浜 エステ USA,
Shinbashi Men's Este aroma Eight,,৩.০,ম্যাসাজ থেরাপিস্ট,১৩,"জাপান, 〒105-0004 Tokyo, Minato City, Shinbashi, 2−15 K.L Central Bld. 8F","MQ84+GG Minato City, Tokyo, জাপান",+81 3-3593-2111,aroma-eight.com,info@aroma-eight.com,,https://lh5.googleusercontent.com/p/AF1QipNzYDviMbLz5oMXqho7XNlo7GwHzrL0wohB8VMn=w408-h513-k-no,35.6663617,139.7563041,"https://www.google.com/maps/place/Shinbashi+Men's+Este+aroma+Eight/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188bebc9e7bfc5:0xc759b76acdaf1804!8m2!3d35.6663617!4d139.7563041",Tokyo 神奈川 横浜 エステ USA,
エステプロ・ラボ,,৪.২,ওজন কমানোর পরিষেবা,৫,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 4 Chome−8−2 三福ビル 1階
এখানে অবস্থিত: 三福ビル（株）","MQC8+CR Chuo City, Tokyo, জাপান",+81 3-6263-0303,innerbeautysalon.jp,,,https://lh5.googleusercontent.com/p/AF1QipOykuD_dCB-Y9spI2nRK8q_DzaKShq56ij1jrVS=w427-h240-k-no,35.6710976,139.7670325,"https://www.google.com/maps/place/%E3%82%A8%E3%82%B9%E3%83%86%E3%83%97%E3%83%AD%E3%83%BB%E3%83%A9%E3%83%9C/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be6c5b8b79f:0x6c84ee4347235b53!8m2!3d35.6710976!4d139.7670325",Tokyo 神奈川 横浜 エステ USA,
烏蘭 銀座店,,২.৯,ম্যাসাজ থেরাপিস্ট,১১,"জাপান, 〒104-0061 Tokyo, Chuo City, Ginza, 3 Chome−5−5 南風ビル 4F","MQF8+3G Chuo City, Tokyo, জাপান",+81 3-3538-8050,wulan88.web.fc2.com,,,https://geo0.ggpht.com/cbk?panoid=HZfdMd2ys7fD31yAgZr6Pg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=343.8007&pitch=0&thumbfov=100,35.6727342,139.7662962,"https://www.google.com/maps/place/%E7%83%8F%E8%98%AD+%E9%8A%80%E5%BA%A7%E5%BA%97/@35.6223065,139.5345438,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be423403973:0x173320de391bb186!8m2!3d35.6727342!4d139.7662962",Tokyo 神奈川 横浜 エステ USA,
